# track	dsp_cycle	register	value
03	35724175	52	175
03	35725433	02	6
03	35725469	03	29
03	35726258	22	209
03	35728268	52	223
03	35728304	53	5
03	35729738	50	18
03	35729880	51	18
03	35734070	22	211
03	35734689	32	5
03	35738356	02	13
03	35739103	22	213
03	35739722	32	247
03	35739758	33	57
03	35741193	02	19
03	35742559	32	233
03	35747095	22	215
03	35750308	02	26
03	35751055	22	217
03	35751674	32	212
03	35755341	02	33
03	35756088	22	218
03	35758925	22	220
03	35759544	32	198
03	35761059	02	40
03	35762547	32	205
03	35767320	02	47
03	35768686	32	212
03	35770904	22	218
03	35771523	32	219
03	35775190	02	54
03	35775937	22	217
03	35776556	32	226
03	35778774	22	215
03	35779393	32	240
03	35788281	02	40
03	35789028	22	211
03	35789647	32	5
03	35789683	33	58
03	35793314	02	33
03	35794680	32	12
03	35797020	22	209
03	35797669	32	19
03	35802597	02	26
03	35803344	22	207
03	35803949	32	26
03	35805420	02	19
03	35806167	22	205
03	35806759	32	39
03	35809582	32	46
03	35813249	02	13
03	35814009	22	203
03	35814601	32	53
03	35817590	32	60
03	35822519	02	6
03	35823279	22	202
03	35823871	32	74
03	35826129	22	200
03	35826721	32	81
03	35830415	02	255
03	35830451	03	28
03	35831175	22	198
03	35831767	32	95
03	35833309	02	248
03	35834783	32	102
03	35841253	02	241
03	35842013	22	196
03	35842605	32	116
03	35844863	22	194
03	35845455	32	123
03	35849149	02	234
03	35849909	22	192
03	35850501	32	137
03	35853517	32	143
03	35856094	02	227
03	35857446	32	137
03	35862279	02	220
03	35863631	32	123
03	35867325	02	213
03	35868085	22	194
03	35868677	32	109
03	35871057	22	196
03	35871693	32	102
03	35874270	02	220
03	35875030	22	198
03	35875622	32	95
03	35879316	02	227
03	35880076	22	200
03	35880668	32	81
03	35883518	32	74
03	35887212	02	234
03	35888564	32	67
03	35890944	22	202
03	35891580	32	60
03	35896353	02	241
03	35897113	22	203
03	35897705	32	46
03	35899203	02	248
03	35899963	22	205
03	35900568	32	39
03	35902066	02	255
03	35903418	32	26
03	35907981	22	207
03	35911389	02	6
03	35911425	03	29
03	35912136	22	209
03	35912755	32	12
03	35917169	22	211
03	35917788	32	5
03	35919259	02	13
03	35920625	32	247
03	35920661	33	57
03	35925161	22	213
03	35925824	32	240
03	35928544	02	19
03	35929291	22	215
03	35929910	32	226
03	35933577	02	26
03	35934324	22	217
03	35934943	32	219
03	35936414	02	33
03	35937161	22	218
03	35937780	32	212
03	35940617	32	205
03	35952259	02	47
03	35953006	22	220
03	35953625	32	212
03	35955096	02	54
03	35955843	22	217
03	35956462	32	226
03	35967048	02	47
03	35967795	22	213
03	35968414	32	247
03	35974586	32	254
03	35976057	02	40
03	35976804	22	211
03	35977423	32	12
03	35977459	33	58
03	35981134	02	33
03	35985172	02	26
03	35985919	22	207
03	35986524	32	26
03	35991543	32	39
03	35993014	02	19
03	35993774	22	205
03	35994366	32	46
03	35998077	02	13
03	35999551	32	53
03	36002101	02	6
03	36002861	22	202
03	36003453	32	67
03	36006276	32	74
03	36012850	02	255
03	36012886	03	28
03	36013688	22	200
03	36014324	32	95
03	36019279	02	248
03	36020039	22	198
03	36020631	32	102
03	36022889	22	196
03	36023481	32	109
03	36027175	02	241
03	36027935	22	194
03	36028527	32	116
03	36030025	02	234
03	36031377	32	130
03	36033757	22	192
03	36039336	02	227
03	36040096	22	190
03	36040688	32	137
03	36042946	22	192
03	36043538	32	130
03	36047232	02	220
03	36048584	32	123
03	36050126	02	213
03	36050964	22	194
03	36051600	32	116
03	36058043	02	220
03	36058803	22	196
03	36059395	32	102
03	36061653	22	198
03	36062245	32	88
03	36065939	02	227
03	36066699	22	200
03	36067291	32	81
03	36070307	32	74
03	36075080	02	234
03	36075840	22	202
03	36076432	32	60
03	36077930	02	241
03	36078690	22	203
03	36079282	32	46
03	36085826	02	248
03	36086573	22	205
03	36087178	32	32
03	36094967	02	255
03	36095714	22	207
03	36096319	32	19
03	36097803	02	6
03	36097839	03	29
03	36098550	22	209
03	36099169	32	12
03	36103583	22	211
03	36104202	32	254
03	36104238	33	57
03	36105717	02	13
03	36111951	02	19
03	36112698	22	213
03	36113317	32	240
03	36115535	22	215
03	36116154	32	226
03	36117625	02	26
03	36118372	22	217
03	36118991	32	219
03	36125539	02	33
03	36127027	32	212
03	36131955	02	40
03	36132702	22	220
03	36133321	32	198
03	36136158	32	212
03	36139825	02	47
03	36140572	22	218
03	36141191	32	219
03	36149110	02	54
03	36149857	22	217
03	36150476	32	233
03	36151947	02	47
03	36152694	22	213
03	36153313	32	247
03	36156150	32	254
03	36159861	02	40
03	36160686	22	211
03	36161349	32	5
03	36161385	33	58
03	36165569	02	33
03	36166316	22	209
03	36166921	32	19
03	36170588	02	26
03	36171335	22	207
03	36171940	32	26
03	36174763	32	32
03	36178501	02	19
03	36179326	22	205
03	36179962	32	39
03	36182512	02	13
03	36183272	22	203
03	36183864	32	60
03	36190367	02	6
03	36191127	22	202
03	36191719	32	74
03	36197312	22	200
03	36197904	32	81
03	36205693	02	248
03	36205729	03	28
03	36206453	22	198
03	36207045	32	102
03	36209303	22	196
03	36209895	32	116
03	36213633	02	241
03	36214471	22	194
03	36215107	32	123
03	36217684	02	234
03	36218444	22	192
03	36219036	32	137
03	36221886	32	143
03	36225580	02	227
03	36226340	22	190
03	36226932	32	137
03	36229190	22	192
03	36229782	32	130
03	36231324	02	220
03	36232798	32	123
03	36237753	02	213
03	36238513	22	194
03	36239105	32	109
03	36243559	22	196
03	36244151	32	102
03	36245649	02	227
03	36246409	22	198
03	36247001	32	88
03	36249381	22	200
03	36250017	32	81
03	36256339	32	74
03	36257837	02	234
03	36258597	22	202
03	36259189	32	60
03	36262883	02	241
03	36263643	22	203
03	36264235	32	53
03	36267085	32	46
03	36273436	32	39
03	36279879	02	255
03	36280626	22	207
03	36281231	32	19
03	36282702	02	6
03	36282738	03	29
03	36283449	22	209
03	36284068	32	5
03	36286408	22	211
03	36291817	02	13
03	36293183	32	247
03	36293219	33	57
03	36295401	22	213
03	36296020	32	240
03	36299687	02	19
03	36300434	22	215
03	36301053	32	233
03	36302524	02	26
03	36303271	22	217
03	36303890	32	219
03	36311639	02	33
03	36312386	22	220
03	36313005	32	205
03	36314476	02	40
03	36315842	32	198
03	36320875	32	205
03	36322390	02	47
03	36323878	32	212
03	36328624	02	54
03	36329371	22	217
03	36329990	32	226
03	36332827	32	233
03	36336494	02	47
03	36337241	22	215
03	36337860	32	240
03	36340200	22	213
03	36340863	32	254
03	36345791	02	40
03	36346538	22	211
03	36347157	32	5
03	36347193	33	58
03	36348628	02	33
03	36349375	22	209
03	36349980	32	19
03	36356470	02	26
03	36357217	22	207
03	36357822	32	26
03	36360811	32	32
03	36365727	02	19
03	36366487	22	205
03	36367079	32	46
03	36368550	02	13
03	36369310	22	203
03	36369902	32	60
03	36374921	32	67
03	36376436	02	6
03	36377274	22	202
03	36377910	32	74
03	36384353	02	255
03	36384389	03	28
03	36385113	22	200
03	36385705	32	88
03	36387203	02	248
03	36387963	22	198
03	36388555	32	102
03	36393601	32	109
03	36395981	22	196
03	36396617	32	116
03	36399194	02	241
03	36399954	22	194
03	36400546	32	123
03	36404240	02	234
03	36405000	22	192
03	36405592	32	137
03	36408442	32	143
03	36412136	02	227
03	36413488	32	137
03	36421277	02	220
03	36422037	22	194
03	36422629	32	116
03	36424127	02	213
03	36424887	22	196
03	36425479	32	102
03	36426977	02	220
03	36428329	32	95
03	36432905	22	198
03	36438314	02	227
03	36439074	22	200
03	36439666	32	74
03	36441164	02	234
03	36441924	22	202
03	36442516	32	67
03	36445366	32	60
03	36449199	02	241
03	36450271	22	203
03	36451002	32	53
03	36453761	02	248
03	36454521	22	205
03	36455126	32	39
03	36460145	32	32
03	36461643	02	255
03	36462390	22	207
03	36462995	32	19
03	36469865	02	6
03	36469901	03	29
03	36470660	22	209
03	36476210	02	13
03	36476957	22	211
03	36477576	32	254
03	36477612	33	57
03	36479794	22	213
03	36480413	32	240
03	36481884	02	19
03	36482631	22	215
03	36483250	32	233
03	36487588	22	59
03	36487624	23	1
03	36488519	42	80
03	36488555	43	8
03	36489227	52	57
03	36489263	53	6
03	36489970	20	26
03	36490112	21	26
03	36492396	02	13
03	36493299	32	247
03	36499340	02	19
03	36500243	32	240
03	36504969	32	233
03	36507519	02	26
03	36508422	32	219
03	36509893	02	33
03	36510796	32	212
03	36515366	32	205
03	36516837	02	40
03	36517740	32	198
03	36520114	32	205
03	36527390	02	47
03	36528293	32	219
03	36529764	02	54
03	36530667	32	226
03	36537767	32	240
03	36542486	02	47
03	36543389	32	247
03	36544860	02	40
03	36545763	32	5
03	36545799	33	58
03	36553004	32	12
03	36554475	02	33
03	36555364	32	19
03	36562808	02	26
03	36563697	32	32
03	36565168	02	19
03	36566044	32	46
03	36572058	02	13
03	36572934	32	60
03	36580353	02	6
03	36581229	32	74
03	36583603	32	81
03	36585101	02	255
03	36585137	03	28
03	36585977	32	88
03	36590547	32	95
03	36592089	02	248
03	36593077	32	102
03	36599520	02	241
03	36600396	32	116
03	36602770	32	123
03	36606464	02	234
03	36607340	32	130
03	36609714	32	143
03	36617017	02	227
03	36617893	32	130
03	36619391	02	220
03	36620267	32	123
03	36622641	32	116
03	36624139	02	213
03	36625015	32	109
03	36632115	32	102
03	36636888	02	220
03	36638279	32	88
03	36639777	02	227
03	36641168	32	74
03	36642666	02	234
03	36649308	32	60
03	36654081	02	241
03	36655472	32	46
03	36656970	02	248
03	36658374	32	39
03	36661276	32	32
03	36664970	02	255
03	36666374	32	26
03	36669533	32	19
03	36674461	02	6
03	36674497	03	29
03	36675879	32	5
03	36678768	32	254
03	36678804	33	57
03	36682435	02	13
03	36683853	32	247
03	36686993	32	240
03	36689713	02	19
03	36691131	32	226
03	36694798	02	26
03	36696216	32	219
03	36697687	02	33
03	36699105	32	212
03	36704239	22	216
03	36704943	32	205
03	36711669	02	47
03	36713087	32	212
03	36715976	32	219
03	36718976	14	18
03	36719002	15	143
03	36719145	4d	63
03	36720006	02	54
03	36720679	12	99
03	36720715	13	3
03	36721440	32	226
03	36724511	32	233
03	36728885	02	47
03	36730332	32	254
03	36731803	02	40
03	36733250	32	5
03	36733286	33	58
03	36736168	32	12
03	36739507	02	33
03	36741062	32	19
03	36743612	02	26
03	36745045	32	32
03	36751244	02	19
03	36752664	32	39
03	36754179	02	13
03	36755721	32	53
03	36761515	32	60
03	36762986	02	6
03	36764406	32	67
03	36769148	32	81
03	36770646	02	255
03	36770682	03	28
03	36772066	32	88
03	36775150	32	95
03	36779733	02	248
03	36781153	32	102
03	36784475	02	241
03	36785895	32	116
03	36788813	32	123
03	36790311	02	234
03	36791731	32	130
03	36796639	32	137
03	36799386	02	227
03	36805548	32	130
03	36807046	02	213
03	36808466	32	116
03	36811550	32	109
03	36817621	02	220
03	36819028	32	95
03	36820526	02	227
03	36821199	12	106
03	36821933	32	88
03	36826662	32	81
03	36828204	02	234
03	36829733	32	74
03	36835541	32	60
03	36837039	02	241
03	36838446	32	53
03	36841768	02	248
03	36843175	32	39
03	36846259	32	32
03	36850660	02	255
03	36852080	32	26
03	36853578	02	6
03	36853614	03	29
03	36854998	32	19
03	36857903	32	5
03	36864147	02	13
03	36865703	32	247
03	36865739	33	57
03	36870077	02	19
03	36871511	32	233
03	36874416	32	226
03	36875887	02	26
03	36877321	32	219
03	36882050	32	212
03	36883666	02	33
03	36890081	02	40
03	36891515	32	198
03	36892986	02	47
03	36894420	32	212
03	36900759	02	54
03	36902600	32	219
03	36907830	12	99
03	36908591	32	240
03	36910062	02	47
03	36911509	32	247
03	36914427	32	254
03	36917722	02	40
03	36919169	32	5
03	36919205	33	58
03	36920726	02	194
03	36920762	03	30
03	36921472	12	8
03	36921508	13	23
03	36922232	22	119
03	36922268	23	2
03	36922978	32	131
03	36923014	33	20
03	36925294	10	18
03	36925436	11	18
03	36926192	30	18
03	36926334	31	18
03	37285629	02	201
03	37286248	12	15
03	37287500	32	138
03	37294137	02	207
03	37294756	12	22
03	37295389	22	121
03	37296008	32	145
03	37303900	02	214
03	37304519	12	29
03	37309066	02	221
03	37309685	12	36
03	37310937	32	152
03	37312408	02	228
03	37313660	22	123
03	37314279	32	159
03	37315794	02	235
03	37316457	12	43
03	37324224	32	166
03	37327519	02	242
03	37328138	12	50
03	37330861	02	235
03	37331480	12	43
03	37336250	32	159
03	37340794	02	228
03	37341413	12	36
03	37344136	02	221
03	37344755	12	29
03	37345388	22	121
03	37346007	32	152
03	37349302	02	214
03	37351173	32	145
03	37360708	02	201
03	37361327	12	15
03	37362579	32	138
03	37367423	22	119
03	37369557	02	194
03	37370220	12	8
03	37371560	32	131
03	37375947	02	187
03	37379341	02	180
03	37379973	12	1
03	37381251	32	124
03	37385837	22	118
03	37387997	02	173
03	37388673	12	251
03	37388709	13	22
03	37390039	32	117
03	37394426	02	166
03	37395058	12	244
03	37399730	32	110
03	37403038	02	159
03	37403670	12	237
03	37406476	02	152
03	37407842	22	116
03	37408518	32	103
03	37412905	02	145
03	37413537	12	230
03	37416299	02	138
03	37418209	32	97
03	37421517	02	145
03	37426997	32	103
03	37431566	02	152
03	37432198	12	237
03	37433476	32	110
03	37434960	02	159
03	37436238	22	118
03	37440151	02	166
03	37440783	12	244
03	37445631	32	117
03	37449665	02	173
03	37450297	12	251
03	37451575	32	124
03	37453059	02	180
03	37453691	12	1
03	37453727	13	23
03	37454337	22	119
03	37457781	02	187
03	37461895	12	8
03	37463261	32	131
03	37468782	02	194
03	37472124	02	201
03	37472743	12	15
03	37473995	32	138
03	37476718	22	121
03	37482234	02	207
03	37482897	12	22
03	37488611	02	214
03	37489230	12	29
03	37490482	32	152
03	37491953	02	221
03	37492572	12	36
03	37497163	02	228
03	37498503	22	123
03	37499166	32	159
03	37501716	02	235
03	37502335	12	43
03	37508753	32	166
03	37510224	02	242
03	37510843	12	50
03	37516097	12	43
03	37519987	02	235
03	37521858	32	159
03	37525153	02	228
03	37525772	12	36
03	37528495	02	221
03	37529114	12	29
03	37529747	22	121
03	37530366	32	152
03	37533705	02	214
03	37538440	02	207
03	37539059	12	22
03	37540311	32	145
03	37546948	02	201
03	37547567	12	15
03	37548819	32	138
03	37553498	22	119
03	37556894	02	194
03	37557526	12	8
03	37558804	32	131
03	37560288	02	187
03	37566138	12	1
03	37567416	32	124
03	37570768	02	180
03	37572134	22	118
03	37577043	02	166
03	37577675	12	244
03	37577711	13	22
03	37578953	32	117
03	37585699	02	159
03	37586375	12	237
03	37587741	32	110
03	37592128	02	152
03	37593406	22	116
03	37594038	32	103
03	37595522	02	145
03	37596154	12	230
03	37606220	32	97
03	37612517	32	103
03	37614001	02	152
03	37614633	12	237
03	37615911	32	110
03	37619219	02	159
03	37620497	22	118
03	37623333	12	244
03	37629086	02	166
03	37629718	12	251
03	37630996	32	117
03	37632480	02	173
03	37637698	02	180
03	37638330	12	1
03	37638366	13	23
03	37639608	32	124
03	37642502	22	119
03	37647747	02	187
03	37648379	12	8
03	37649657	32	131
03	37651128	02	194
03	37659680	02	201
03	37660343	12	15
03	37661683	32	138
03	37666227	02	207
03	37666846	12	22
03	37667479	22	121
03	37668098	32	145
03	37669569	02	214
03	37670188	12	29
03	37674782	32	152
03	37678121	02	221
03	37686168	02	228
03	37686787	12	36
03	37687420	22	123
03	37688039	32	159
03	37689510	02	235
03	37690129	12	43
03	37691381	32	166
03	37694676	02	242
03	37695295	12	50
03	37704441	02	235
03	37705060	12	43
03	37706312	32	159
03	37707783	02	228
03	37708402	12	36
03	37714403	22	121
03	37715022	32	152
03	37716537	02	221
03	37721622	02	214
03	37722241	12	29
03	37723493	32	145
03	37724964	02	207
03	37725583	12	22
03	37732224	02	201
03	37732887	12	15
03	37733564	22	119
03	37734227	32	138
03	37736777	02	194
03	37737396	12	8
03	37738648	32	131
03	37739899	74	0
03	37739925	75	255
03	37740068	4d	191
03	37740454	64	0
03	37740480	65	255
03	37740623	4d	255
03	37744952	02	187
03	37749317	12	1
03	37750595	32	124
03	37756910	02	173
03	37757542	12	251
03	37757578	13	22
03	37758188	22	118
03	37762553	32	117
03	37764037	02	166
03	37764669	12	244
03	37769856	32	110
03	37772589	02	159
03	37773221	12	237
03	37776322	02	152
03	37777600	22	116
03	37778232	32	103
03	37779716	02	145
03	37780348	12	230
03	37788929	32	97
03	37795072	32	103
03	37796895	02	152
03	37797527	12	237
03	37802199	32	110
03	37803727	02	159
03	37805093	22	118
03	37808671	02	166
03	37809303	12	244
03	37810581	32	117
03	37815798	02	173
03	37816430	12	251
03	37821102	32	124
03	37822630	02	180
03	37823306	12	1
03	37823342	13	23
03	37827574	02	187
03	37828852	22	119
03	37831939	12	8
03	37833217	32	131
03	37834688	02	194
03	37842418	12	15
03	37843758	32	138
03	37846308	02	201
03	37847560	22	121
03	37849989	02	207
03	37850608	12	22
03	37851860	32	145
03	37853331	02	214
03	37853950	12	29
03	37862401	32	152
03	37865133	02	228
03	37865752	12	36
03	37869727	22	123
03	37870346	32	159
03	37872156	02	235
03	37872775	12	43
03	37877369	32	166
03	37883946	02	242
03	37884565	12	50
03	37887288	02	235
03	37887907	12	43
03	37889159	32	159
03	37890969	02	228
03	37891588	12	36
03	37900917	02	221
03	37901536	12	29
03	37902169	22	121
03	37902788	32	152
03	37904259	02	214
03	37906130	32	145
03	37908559	12	22
03	37911326	02	207
03	37916218	02	201
03	37916837	12	15
03	37917470	22	119
03	37918089	32	138
03	37922902	02	194
03	37927202	12	8
03	37928454	32	131
03	37929982	02	187
03	37935219	12	1
03	37936497	32	124
03	37938320	02	180
03	37939598	22	118
03	37941714	02	173
03	37942346	12	251
03	37942382	13	22
03	37943624	32	117
03	37948885	02	166
03	37954122	12	244
03	37955400	32	110
03	37957223	02	159
03	37957855	12	237
03	37960617	02	152
03	37961895	22	116
03	37962527	32	103
03	37967788	02	145
03	37968464	12	230
03	37972914	02	138
03	37974824	32	97
03	37976308	02	145
03	37978218	32	103
03	37983435	02	152
03	37984067	12	237
03	37991987	02	159
03	37992619	12	244
03	37993265	22	118
03	37993897	32	110
03	37995381	02	166
03	37997291	32	117
03	37998775	02	173
03	37999407	12	251
03	38008827	02	180
03	38009459	12	1
03	38009495	13	23
03	38010737	32	124
03	38012560	02	187
03	38013838	22	119
03	38016586	12	8
03	38017864	32	131
03	38019718	02	194
03	38024890	12	15
03	38026142	32	138
03	38027952	02	201
03	38032546	22	121
03	38034636	02	207
03	38035255	12	22
03	38036507	32	145
03	38038361	02	214
03	38043533	12	29
03	38044785	32	152
03	38046595	02	221
03	38049937	02	228
03	38050556	12	36
03	38051189	22	123
03	38051808	32	159
03	38057004	02	235
03	38057667	12	43
03	38061557	02	242
03	38063428	32	166
03	38065518	12	50
03	38071922	02	235
03	38072541	12	43
03	38077650	32	159
03	38080382	02	228
03	38081001	12	36
03	38083724	02	221
03	38084976	22	121
03	38085595	32	152
03	38087405	02	214
03	38088024	12	29
03	38092618	32	145
03	38095135	12	22
03	38099195	02	201
03	38099814	12	15
03	38101066	32	138
03	38103789	22	119
03	38106218	02	194
03	38110267	12	8
03	38111607	32	131
03	38116179	02	187
03	38119573	02	180
03	38120205	12	1
03	38121483	32	124
03	38124584	22	118
03	38126700	02	173
03	38127332	12	251
03	38127368	13	22
03	38132180	32	117
03	38135082	02	166
03	38135714	12	244
03	38138476	02	159
03	38140386	32	110
03	38145603	02	152
03	38146235	12	237
03	38146881	22	116
03	38151083	32	103
03	38153985	02	145
03	38154617	12	230
03	38157379	02	138
03	38159289	32	97
03	38161112	02	145
03	38163022	32	103
03	38172888	02	159
03	38173520	12	237
03	38174166	22	118
03	38174798	32	110
03	38176914	12	244
03	38180015	02	166
03	38181925	32	117
03	38184319	12	251
03	38189111	02	173
03	38192505	02	180
03	38193137	12	1
03	38193173	13	23
03	38194415	32	124
03	38197177	22	119
03	38199632	02	187
03	38201542	32	131
03	38203716	12	8
03	38208211	02	194
03	38211553	02	201
03	38212172	12	15
03	38213424	32	138
03	38219270	22	59
03	38219306	23	1
03	38220303	42	216
03	38220339	43	7
03	38221113	52	223
03	38221149	53	5
03	38224621	02	194
03	38225240	12	8
03	38226001	32	131
03	38230323	02	201
03	38230942	12	15
03	38231703	32	138
03	38236364	02	207
03	38236983	12	22
03	38240761	32	145
03	38243650	02	214
03	38244269	12	29
03	38247881	32	152
03	38249352	02	221
03	38252822	12	36
03	38255437	02	228
03	38256939	32	159
03	38259489	02	235
03	38260108	12	43
03	38265530	02	242
03	38266149	12	50
03	38266910	32	166
03	38272190	12	43
03	38278518	02	235
03	38279898	32	159
03	38281708	02	228
03	38282327	12	36
03	38285939	32	152
03	38287410	02	221
03	38290600	02	214
03	38291219	12	29
03	38297729	02	207
03	38298348	12	22
03	38299109	32	145
03	38303770	02	201
03	38304389	12	15
03	38305150	32	138
03	38309855	02	194
03	38314696	12	8
03	38315457	32	131
03	38316941	02	187
03	38323060	02	180
03	38323692	12	1
03	38324466	32	124
03	38334984	02	166
03	38335616	12	251
03	38335652	13	22
03	38336390	32	117
03	38338845	12	244
03	38341103	02	159
03	38342509	32	110
03	38347942	12	237
03	38351357	02	152
03	38352763	32	103
03	38354247	02	145
03	38354879	12	230
03	38358882	32	97
03	38360366	02	138
03	38366529	02	145
03	38370620	02	152
03	38371252	12	237
03	38372026	32	103
03	38375255	32	110
03	38376739	02	159
03	38380261	12	244
03	38382563	02	166
03	38387625	12	251
03	38388399	32	117
03	38389883	02	173
03	38394179	32	124
03	38396002	02	180
03	38396634	12	1
03	38396670	13	23
03	38406529	02	187
03	38407161	12	8
03	38407935	32	131
03	38409406	02	194
03	38415447	02	201
03	38416066	12	15
03	38416827	32	138
03	38422988	02	207
03	38423607	12	22
03	38424368	32	145
03	38428690	02	214
03	38429309	12	29
03	38433260	32	152
03	38434731	02	221
03	38438289	12	36
03	38438984	22	216
03	38444557	02	235
03	38445176	12	43
03	38445937	32	159
03	38448788	32	166
03	38450598	02	242
03	38454156	12	50
03	38458164	12	43
03	38460735	02	235
03	38462115	32	159
03	38466437	02	228
03	38467056	12	36
03	38472522	02	221
03	38474024	32	152
03	38476574	02	214
03	38477193	12	29
03	38477954	32	145
03	38482615	02	207
03	38483234	12	22
03	38488656	02	201
03	38489275	12	15
03	38490036	32	138
03	38495603	02	194
03	38499412	12	8
03	38500173	32	131
03	38504547	02	187
03	38508408	12	1
03	38509182	32	124
03	38510710	02	180
03	38515322	02	173
03	38515954	12	251
03	38515990	13	22
03	38516728	32	117
03	38521102	02	166
03	38521734	12	244
03	38528797	32	110
03	38531530	02	159
03	38532162	12	237
03	38534321	4d	127
03	38534821	4d	63
03	38535442	4d	31
03	38536240	02	152
03	38537646	32	103
03	38542020	02	145
03	38542652	12	230
03	38547359	32	97
03	38552156	32	103
03	38557423	02	152
03	38558055	12	237
03	38560313	02	159
03	38561719	32	110
03	38573071	02	173
03	38573703	12	251
03	38574477	32	117
03	38578851	02	180
03	38579483	12	1
03	38579519	13	23
03	38580257	32	124
03	38587150	02	187
03	38588556	32	131
03	38590672	12	8
03	38594191	02	194
03	38597661	12	15
03	38598422	32	138
03	38605263	02	207
03	38605882	12	22
03	38609494	32	145
03	38615090	02	214
03	38615709	12	29
03	38621165	32	152
03	38623889	02	228
03	38624508	12	36
03	38625269	32	159
03	38630892	02	235
03	38631511	12	43
03	38633882	02	242
03	38635669	32	166
03	38640274	12	50
03	38643125	12	43
03	38645357	02	235
03	38651539	32	159
03	38653096	02	6
03	38653132	03	29
03	38653842	12	187
03	38653878	13	21
03	38654602	22	119
03	38654638	23	2
03	38655348	32	96
03	38655384	33	19
03	38796016	54	10
03	38796042	55	138
03	38796068	56	233
03	38796185	4d	63
03	38806169	4d	31
03	39020509	02	13
03	39021128	12	194
03	39023765	74	0
03	39023791	75	255
03	39023934	4d	159
03	39028651	02	19
03	39029270	12	201
03	39029903	22	121
03	39030522	32	103
03	39032897	02	26
03	39041767	02	33
03	39042386	12	208
03	39043638	32	110
03	39045109	02	40
03	39045728	12	215
03	39046980	32	117
03	39049703	22	123
03	39052741	02	47
03	39053404	12	222
03	39057468	02	54
03	39059339	32	124
03	39060959	54	10
03	39060985	55	138
03	39061011	56	233
03	39061128	4d	191
03	39062696	12	229
03	39066038	12	222
03	39069520	02	47
03	39071523	32	117
03	39074243	02	40
03	39074862	12	215
03	39077888	4d	63
03	39080032	22	121
03	39082122	02	33
03	39082741	12	208
03	39083993	32	110
03	39085464	02	26
03	39092985	52	223
03	39093021	53	5
03	39094455	50	18
03	39094597	51	18
03	39096615	02	19
03	39097234	12	201
03	39098486	32	103
03	39099957	02	13
03	39100576	12	194
03	39101209	22	119
03	39101828	32	96
03	39103299	02	6
03	39109715	12	187
03	39113632	02	255
03	39113668	03	28
03	39115542	32	89
03	39117944	02	248
03	39118576	12	180
03	39119222	22	118
03	39119854	32	82
03	39126384	12	174
03	39130327	02	234
03	39132237	32	75
03	39135271	12	167
03	39138047	02	227
03	39139957	32	68
03	39142733	22	116
03	39146487	12	160
03	39150430	02	213
03	39151062	12	153
03	39152340	32	61
03	39158194	02	220
03	39158870	12	160
03	39163899	02	227
03	39165809	32	68
03	39167939	12	167
03	39168585	22	118
03	39171619	02	234
03	39173529	32	75
03	39175659	12	174
03	39178479	02	241
03	39184172	02	248
03	39186082	32	82
03	39188212	12	180
03	39191892	02	255
03	39193170	22	119
03	39193802	32	89
03	39195344	02	6
03	39195380	03	29
03	39196020	12	187
03	39204381	32	96
03	39205852	02	13
03	39206471	12	194
03	39210098	02	19
03	39210717	12	201
03	39211350	22	121
03	39211969	32	103
03	39218941	02	26
03	39222283	02	33
03	39222902	12	208
03	39224154	32	110
03	39229898	02	40
03	39230517	12	215
03	39231150	22	123
03	39231769	32	117
03	39238741	02	47
03	39239360	12	222
03	39240612	32	124
03	39242083	02	54
03	39246044	12	229
03	39248894	64	0
03	39248920	65	255
03	39249063	4d	127
03	39250741	12	222
03	39255344	02	47
03	39257215	32	117
03	39258686	02	40
03	39259305	12	215
03	39266083	02	33
03	39266702	12	208
03	39267335	22	121
03	39267954	32	110
03	39274917	02	26
03	39275536	12	201
03	39276788	32	103
03	39278259	02	19
03	39281601	02	13
03	39282220	12	194
03	39282853	22	119
03	39283472	32	96
03	39290423	02	6
03	39291042	12	187
03	39296415	32	89
03	39297913	02	255
03	39297949	03	28
03	39302666	12	180
03	39305486	02	248
03	39306852	22	118
03	39307528	32	82
03	39312515	02	241
03	39313147	12	174
03	39314425	32	75
03	39315923	02	234
03	39319963	12	167
03	39328115	02	227
03	39328747	12	160
03	39329393	22	116
03	39330025	32	68
03	39331410	74	0
03	39331436	75	255
03	39331579	4d	255
03	39332599	02	220
03	39336639	12	153
03	39337917	32	61
03	39339756	02	213
03	39347827	02	220
03	39348459	12	160
03	39349737	32	68
03	39351576	02	227
03	39352208	12	167
03	39354984	02	234
03	39356262	22	118
03	39356894	32	75
03	39363396	02	241
03	39364028	12	174
03	39367145	02	248
03	39369055	32	82
03	39371185	12	180
03	39373961	02	255
03	39375239	22	119
03	39375871	32	89
03	39382555	02	6
03	39382591	03	29
03	39383187	12	187
03	39388148	32	96
03	39389619	02	13
03	39390238	12	194
03	39401411	02	19
03	39402030	12	201
03	39402663	22	121
03	39403282	32	103
03	39405094	02	26
03	39405713	12	208
03	39406965	32	110
03	39408436	02	33
03	39421728	02	47
03	39422347	12	222
03	39422980	22	123
03	39423599	32	117
03	39427282	32	124
03	39428753	02	54
03	39429372	12	229
03	39437033	02	47
03	39437652	12	222
03	39442246	32	117
03	39444058	02	40
03	39444677	12	215
03	39448652	22	121
03	39451127	02	33
03	39453130	32	110
03	39455680	02	26
03	39456299	12	208
03	39459641	12	201
03	39460893	32	103
03	39462705	02	19
03	39466091	02	13
03	39466754	12	194
